PG,SG,SF,PF,C,G,F,UTIL,Salary,Fpts Proj,Own. Prod.,Own. Sum.,Minutes,StdDev
Tyler Herro (36987548),CJ McCollum (36987563),Haywood Highsmith (36987682),Herbert Jones (36987615),Bam Adebayo (36987542),Duncan Robinson (36987668),RJ Barrett (36987525),Yves Missi (36987613),50000,257.3,8.394435513152104e-05,258.5,250.59999999999997,77.46000000000001
Dejounte Murray (36987531),CJ McCollum (36987563),Herbert Jones (36987615),Jimmy Butler (36987553),Jakob Poeltl (36987551),Duncan Robinson (36987668),Brandon Boston Jr. (36987637),Yves Missi (36987613),49600,258.0,0.00011998632545636321,265.5,246.4,78.52000000000001
CJ McCollum (36987563),Duncan Robinson (36987668),Trey Murphy III (36987578),Tobias Harris (36987585),Yves Missi (36987613),Tyler Herro (36987548),Keegan Murray (36987594),Jakob Poeltl (36987551),49900,257.83,9.104866956176656e-05,263.20000000000005,257.40000000000003,77.82999999999998
Dejounte Murray (36987531),CJ McCollum (36987563),Trey Murphy III (36987578),Keegan Murray (36987594),Yves Missi (36987613),Duncan Robinson (36987668),Brandon Boston Jr. (36987637),Bam Adebayo (36987542),50000,258.34,0.00010249321014736107,263.4,249.9,78.03
Dejounte Murray (36987531),Duncan Robinson (36987668),Jayson Tatum (36987508),Jonathan Mogbo (36987678),Jakob Poeltl (36987551),Brandon Boston Jr. (36987637),Trey Murphy III (36987578),Yves Missi (36987613),50000,257.43,7.3662721580953e-05,253.2,237.89999999999998,78.46000000000001
Tyler Herro (36987548),CJ McCollum (36987563),Jayson Tatum (36987508),Herbert Jones (36987615),Bam Adebayo (36987542),Dru Smith (36987709),Javonte Green (36987705),Yves Missi (36987613),50000,258.45,5.686282875904534e-05,246.0,242.6,77.31
Tyler Herro (36987548),Derrick White (36987574),Brandon Boston Jr. (36987637),Tobias Harris (36987585),Jakob Poeltl (36987551),CJ McCollum (36987563),Herbert Jones (36987615),Yves Missi (36987613),50000,258.2,7.870606561777811e-05,254.8,254.9,78.1
CJ McCollum (36987563),Trey Murphy III (36987578),Brandon Boston Jr. (36987637),Herbert Jones (36987615),Yves Missi (36987613),Jrue Holiday (36987621),RJ Barrett (36987525),Jakob Poeltl (36987551),50000,258.08,0.0001218972208473172,268.9,255.70000000000005,77.99
Dejounte Murray (36987531),Duncan Robinson (36987668),RJ Barrett (36987525),Herbert Jones (36987615),Yves Missi (36987613),Tyler Herro (36987548),Javonte Green (36987705),Jakob Poeltl (36987551),50000,258.09,6.392995994928882e-05,249.90000000000003,246.90000000000003,78.08
Tyler Herro (36987548),Duncan Robinson (36987668),Brandon Boston Jr. (36987637),Jimmy Butler (36987553),Bam Adebayo (36987542),Dru Smith (36987709),Trey Murphy III (36987578),Jakob Poeltl (36987551),49700,256.85,7.355264320242798e-05,249.5,244.0,77.35
Tyler Herro (36987548),Duncan Robinson (36987668),Jayson Tatum (36987508),Javonte Green (36987705),Yves Missi (36987613),Dejounte Murray (36987531),Herbert Jones (36987615),Trey Murphy III (36987578),50000,257.04,8.691516883011614e-05,260.20000000000005,247.3,76.98999999999998
CJ McCollum (36987563),Duncan Robinson (36987668),Trey Murphy III (36987578),Herbert Jones (36987615),Jakob Poeltl (36987551),Tyler Herro (36987548),Brandon Boston Jr. (36987637),Derrick White (36987574),49800,257.82,0.0001632700059462435,273.3,256.90000000000003,77.26
Dru Smith (36987709),CJ McCollum (36987563),Herbert Jones (36987615),Javonte Green (36987705),Bam Adebayo (36987542),Dejounte Murray (36987531),Trey Murphy III (36987578),Tyler Herro (36987548),50000,258.18,6.779721372534789e-05,249.4,248.39999999999998,77.15999999999998
Tyler Herro (36987548),CJ McCollum (36987563),Trey Murphy III (36987578),Jimmy Butler (36987553),Yves Missi (36987613),Jrue Holiday (36987621),Javonte Green (36987705),Jakob Poeltl (36987551),50000,258.64,8.402631720058382e-05,257.4,251.10000000000002,76.97
