PG,SG,SF,PF,C,G,F,UTIL,Salary,Fpts Proj,Own. Prod.,Own. Sum.,Minutes,StdDev
Collin Sexton (37250660),Anthony Edwards (37250565),Naji Marshall (37250810),Alexandre Sarr (37250673),Dereck Lively II (37250747),Trae Young (37250516),Naz Reid (37250804),Rudy Gobert (37250713),49900,280.08,1.3278145828709682e-05,268.90000000000003,244.6,81.37
Collin Sexton (37250660),Jalen Green (37250653),Naji Marshall (37250810),Kyle Kuzma (37250677),Anthony Davis (37250507),Austin Reaves (37250606),Cam Whitmore (37250857),Dereck Lively II (37250747),49900,278.27,4.141137320928327e-06,226.60000000000002,241.90000000000003,80.12
Stephen Curry (37250549),Vit Krejci (37251012),Amen Thompson (37250634),Jayson Tatum (37250509),Rudy Gobert (37250713),Jalen Green (37250653),Naji Marshall (37250810),Dereck Lively II (37250747),50000,278.05,5.246091356119014e-06,217.1,250.8,79.29
