PG,SG,SF,PF,C,G,F,UTIL,Salary,Fpts Proj,Own. Prod.,Own. Sum.,Minutes,StdDev
Jared Butler (36930398),Carlton Carrington (36930293),Marvin Bagley III (36930299),OG Anunoby (36930138),Shai Gilgeous-Alexander (36930002),Scottie Barnes (36930013),Christian Braun (36930189),Desmond Bane (36930120),50000,264.74,4.7721376041008165e-06,190.8,241.0,79.15
Jared Butler (36930398),Carlton Carrington (36930293),Shai Gilgeous-Alexander (36930002),Jayson Tatum (36930005),Michael Porter Jr. (36930102),Yves Missi (36930203),Alexandre Sarr (36930172),Miles McBride (36930324),49800,255.42,1.3883053908252671e-07,144.79999999999998,231.6,78.41
Jordan Poole (36930110),Shai Gilgeous-Alexander (36930002),Tyler Herro (36930073),Michael Porter Jr. (36930102),Alexandre Sarr (36930172),Oso Ighodaro (36930289),Alex Caruso (36930373),Luguentz Dort (36930265),50000,252.12,8.304574581338113e-09,89.39999999999999,234.39999999999998,78.67
Marvin Bagley III (36930299),Nikola Jokic (36929997),Mikal Bridges (36930150),Aaron Gordon (36930147),Tyler Herro (36930073),Christian Braun (36930189),Aaron Wiggins (36930341),Terry Rozier (36930259),49700,260.05,4.2254002750919747e-07,153.2,240.5,76.02
Carlton Carrington (36930293),Nikola Jokic (36929997),Aaron Gordon (36930147),Desmond Bane (36930120),Jaylen Brown (36930043),Oso Ighodaro (36930289),Alex Caruso (36930373),Luguentz Dort (36930265),50000,258.02,1.1004351373935359e-07,150.8,234.4,78.12
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Marcus Smart (36930285),Aaron Gordon (36930147),Christian Braun (36930189),Royce O'neale (36930194),Santi Aldama (36930169),50000,260.64,0.0,165.9,243.8,77.8
Jared Butler (36930398),Nikola Jokic (36929997),Mikal Bridges (36930150),Marcus Smart (36930285),Desmond Bane (36930120),Jayson Tatum (36930005),Alex Caruso (36930373),Isaiah Stewart (36930354),50000,261.13,4.775591226730983e-07,166.1,225.5,78.21
Jared Butler (36930398),Nikola Jokic (36929997),Mason Plumlee (36930301),Marcus Smart (36930285),OG Anunoby (36930138),Scottie Barnes (36930013),Terry Rozier (36930259),Royce O'neale (36930194),49900,262.13,0.0,169.9,230.0,79.04
Carlton Carrington (36930293),Mason Plumlee (36930301),Jordan Poole (36930110),Mikal Bridges (36930150),Scottie Barnes (36930013),Josh Hart (36930098),Alexandre Sarr (36930172),Trey Murphy III (36930128),49800,257.29,1.2497798696203242e-06,164.9,257.4,78.21
Carlton Carrington (36930293),Nikola Jokic (36929997),Mikal Bridges (36930150),Marcus Smart (36930285),OG Anunoby (36930138),Aaron Gordon (36930147),Oso Ighodaro (36930289),CJ McCollum (36930094),50000,264.22,1.2480404621687198e-06,193.5,254.5,77.71000000000001
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Mikal Bridges (36930150),OG Anunoby (36930138),Aaron Gordon (36930147),Desmond Bane (36930120),Alexandre Sarr (36930172),49900,267.71,3.6268980871506575e-05,236.7,249.1,78.66
Carlton Carrington (36930293),Nikola Jokic (36929997),Marcus Smart (36930285),Michael Porter Jr. (36930102),Alexandre Sarr (36930172),Jaylen Brown (36930043),Oso Ighodaro (36930289),Haywood Highsmith (36930378),49900,258.5,1.7333377962423546e-07,150.7,238.6,78.28999999999999
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Marcus Smart (36930285),OG Anunoby (36930138),Aaron Gordon (36930147),Desmond Bane (36930120),Isaiah Joe (36930360),50000,265.72,6.412022149481395e-06,201.0,242.0,78.41
Jared Butler (36930398),Carlton Carrington (36930293),Marvin Bagley III (36930299),Nikola Jokic (36929997),Desmond Bane (36930120),Michael Porter Jr. (36930102),Derrick White (36930106),Bilal Coulibaly (36930207),50000,265.47,1.7540217885633393e-06,184.9,237.7,78.85
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Mikal Bridges (36930150),OG Anunoby (36930138),Aaron Gordon (36930147),Royce O'neale (36930194),50000,268.59,0.0,224.7,250.8,78.35
Nikola Jokic (36929997),Jordan Poole (36930110),Jrue Holiday (36930224),OG Anunoby (36930138),Desmond Bane (36930120),Daniel Gafford (36930205),Justin Champagnie (36930405),Terry Rozier (36930259),50000,262.04,3.7083801479717e-07,150.4,229.8,79.11
Carlton Carrington (36930293),Mason Plumlee (36930301),Mikal Bridges (36930150),Shai Gilgeous-Alexander (36930002),Isaiah Hartenstein (36930086),Jayson Tatum (36930005),Oso Ighodaro (36930289),Haywood Highsmith (36930378),50000,258.17,9.904044578934531e-08,135.3,243.9,78.53999999999999
Carlton Carrington (36930293),Nikola Jokic (36929997),Aaron Gordon (36930147),Tyler Herro (36930073),Jalen Brunson (36930040),Justin Champagnie (36930405),Brandon Clarke (36930316),Alex Caruso (36930373),49800,259.0,4.943786570220961e-07,161.1,227.79999999999998,78.37
Carlton Carrington (36930293),Marvin Bagley III (36930299),Jrue Holiday (36930224),Mikal Bridges (36930150),Bam Adebayo (36930056),Jayson Tatum (36930005),Kyrie Irving (36930036),Jaylen Wells (36930336),50000,259.73,1.1385766916081138e-07,138.6,248.20000000000002,76.75
Jared Butler (36930398),Nikola Jokic (36929997),Jordan Poole (36930110),Jrue Holiday (36930224),OG Anunoby (36930138),Christian Braun (36930189),Alexandre Sarr (36930172),Dereck Lively II (36930187),50000,266.06,2.5457928508387083e-06,184.4,239.7,79.45
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Jrue Holiday (36930224),Marcus Smart (36930285),Jaylen Brown (36930043),Brandon Clarke (36930316),Luguentz Dort (36930265),49900,262.2,5.910022493899018e-07,163.6,238.9,78.03999999999999
Carlton Carrington (36930293),Jay Huff (36930422),Marcus Smart (36930285),OG Anunoby (36930138),Scottie Barnes (36930013),Isaiah Hartenstein (36930086),Desmond Bane (36930120),Jaylen Brown (36930043),50000,259.14,4.7229630056796236e-07,150.8,243.0,78.84
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Scottie Barnes (36930013),Oso Ighodaro (36930289),Bilal Coulibaly (36930207),Jaylen Wells (36930336),50000,264.56,4.235129736150767e-07,177.0,232.0,79.83
Jared Butler (36930398),Marvin Bagley III (36930299),Nikola Jokic (36929997),Jrue Holiday (36930224),Marcus Smart (36930285),OG Anunoby (36930138),Desmond Bane (36930120),Jimmy Butler (36930076),49600,264.83,5.680581497628811e-06,193.8,233.4,78.54
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Mikal Bridges (36930150),Marcus Smart (36930285),OG Anunoby (36930138),Yves Missi (36930203),Bilal Coulibaly (36930207),50000,266.79,3.994761865351622e-06,195.3,256.7,78.4
Carlton Carrington (36930293),Jordan Poole (36930110),OG Anunoby (36930138),Scottie Barnes (36930013),CJ McCollum (36930094),RJ Barrett (36930048),Jaylen Wells (36930336),Kevin Love (36930396),49800,252.07,4.1464655108010723e-08,130.5,237.8,78.88
Jared Butler (36930398),Nikola Jokic (36929997),Jordan Poole (36930110),Christian Braun (36930189),Jayson Tatum (36930005),Oso Ighodaro (36930289),Aaron Wiggins (36930341),Kevin Love (36930396),49800,259.98,6.186962581940026e-08,141.0,211.5,79.45
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Scottie Barnes (36930013),Josh Hart (36930098),Alexandre Sarr (36930172),Alex Caruso (36930373),Aaron Wiggins (36930341),49800,261.7,2.0858050643747652e-06,188.6,224.2,78.99
Jared Butler (36930398),Marvin Bagley III (36930299),Mikal Bridges (36930150),Scottie Barnes (36930013),Tyler Herro (36930073),Desmond Bane (36930120),Michael Porter Jr. (36930102),Alexandre Sarr (36930172),50000,260.22,1.0729920850465158e-06,157.79999999999998,243.0,78.46000000000001
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Jay Huff (36930422),Marcus Smart (36930285),OG Anunoby (36930138),Aaron Gordon (36930147),Josh Hart (36930098),49900,267.95,8.921143471995579e-06,205.5,245.4,78.54
Carlton Carrington (36930293),Jordan Poole (36930110),Mikal Bridges (36930150),OG Anunoby (36930138),Tyler Herro (36930073),Justin Champagnie (36930405),Jakob Poeltl (36930088),Brandon Ingram (36930052),49900,253.72,2.1007841178804482e-07,155.3,254.39999999999998,78.03999999999999
Carlton Carrington (36930293),Marvin Bagley III (36930299),Jordan Poole (36930110),Karl-Anthony Towns (36930021),Mikal Bridges (36930150),Scottie Barnes (36930013),Christian Braun (36930189),Oso Ighodaro (36930289),49900,264.31,7.434363588194765e-07,164.7,249.10000000000002,78.97
Jared Butler (36930398),Carlton Carrington (36930293),OG Anunoby (36930138),Scottie Barnes (36930013),Desmond Bane (36930120),Yves Missi (36930203),Jimmy Butler (36930076),CJ McCollum (36930094),50000,257.02,5.181465595048707e-07,166.6,245.39999999999998,78.94
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Mikal Bridges (36930150),Marcus Smart (36930285),OG Anunoby (36930138),Desmond Bane (36930120),49800,270.07,3.3006984116294846e-05,233.4,246.3,79.21
Carlton Carrington (36930293),Jordan Poole (36930110),Bam Adebayo (36930056),OG Anunoby (36930138),Derrick White (36930106),CJ McCollum (36930094),Aaron Wiggins (36930341),Trey Murphy III (36930128),49800,252.99,5.33286634297248e-08,128.9,251.79999999999998,77.27
Carlton Carrington (36930293),Nikola Jokic (36929997),Jrue Holiday (36930224),Mikal Bridges (36930150),Marcus Smart (36930285),OG Anunoby (36930138),Michael Porter Jr. (36930102),Dereck Lively II (36930187),50000,266.17,2.843438591095727e-06,191.8,253.5,77.78999999999999
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Mason Plumlee (36930301),Jrue Holiday (36930224),OG Anunoby (36930138),Scottie Barnes (36930013),Bilal Coulibaly (36930207),50000,268.97,1.1868563972248402e-05,215.1,244.1,79.28
Jared Butler (36930398),Carlton Carrington (36930293),Jordan Poole (36930110),Bam Adebayo (36930056),Aaron Gordon (36930147),Scottie Barnes (36930013),Michael Porter Jr. (36930102),Luguentz Dort (36930265),49900,261.1,8.052778542538546e-07,170.29999999999998,244.6,78.73
Carlton Carrington (36930293),Nikola Jokic (36929997),Mason Plumlee (36930301),Jordan Poole (36930110),Jrue Holiday (36930224),OG Anunoby (36930138),Josh Hart (36930098),Oso Ighodaro (36930289),50000,268.39,2.0213997960728676e-06,189.6,248.6,79.22
Nikola Jokic (36929997),Jordan Poole (36930110),Karl-Anthony Towns (36930021),Marcus Smart (36930285),Aaron Gordon (36930147),Alex Caruso (36930373),Aaron Wiggins (36930341),Scotty Pippen Jr. (36930351),49900,259.34,1.3890065460199714e-07,147.3,213.1,78.82
Jared Butler (36930398),Carlton Carrington (36930293),Marvin Bagley III (36930299),Jordan Poole (36930110),Karl-Anthony Towns (36930021),Scottie Barnes (36930013),Jaylen Brown (36930043),Haywood Highsmith (36930378),50000,263.97,2.786500506505876e-06,182.0,234.7,79.57
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Mikal Bridges (36930150),OG Anunoby (36930138),Christian Braun (36930189),Alexandre Sarr (36930172),CJ McCollum (36930094),50000,265.79,6.457186205444223e-06,213.3,254.3,78.08
Carlton Carrington (36930293),Jordan Poole (36930110),Mikal Bridges (36930150),OG Anunoby (36930138),Aaron Gordon (36930147),Oso Ighodaro (36930289),CJ McCollum (36930094),Cade Cunningham (36930018),50000,256.29,6.850109251510275e-08,156.1,259.6,77.71000000000001
Jared Butler (36930398),Carlton Carrington (36930293),Marvin Bagley III (36930299),Nikola Jokic (36929997),Marcus Smart (36930285),OG Anunoby (36930138),Scottie Barnes (36930013),Royce O'neale (36930194),49700,266.61,0.0,207.3,232.9,79.44
Carlton Carrington (36930293),Marvin Bagley III (36930299),Nikola Jokic (36929997),Jordan Poole (36930110),Desmond Bane (36930120),Michael Porter Jr. (36930102),Haywood Highsmith (36930378),Herbert Jones (36930220),50000,260.06,1.0714737245816753e-07,156.8,240.1,78.1
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Marcus Smart (36930285),Alexandre Sarr (36930172),Terry Rozier (36930259),Brandon Ingram (36930052),PJ Washington (36930117),49900,254.81,9.16942919210822e-08,168.6,229.7,78.78
Jared Butler (36930398),Carlton Carrington (36930293),Nikola Jokic (36929997),Marcus Smart (36930285),Christian Braun (36930189),Michael Porter Jr. (36930102),Alexandre Sarr (36930172),Jimmy Butler (36930076),50000,263.82,2.8147644797908392e-06,190.9,238.8,78.81
Marvin Bagley III (36930299),Jordan Poole (36930110),Jrue Holiday (36930224),Mikal Bridges (36930150),Aaron Gordon (36930147),Shai Gilgeous-Alexander (36930002),Desmond Bane (36930120),Royce O'neale (36930194),50000,260.91,0.0,141.8,247.70000000000002,77.48
Carlton Carrington (36930293),Nikola Jokic (36929997),Jordan Poole (36930110),Mikal Bridges (36930150),Marcus Smart (36930285),Michael Porter Jr. (36930102),Alexandre Sarr (36930172),Aaron Wiggins (36930341),50000,264.93,2.0323843694410646e-06,181.1,241.4,78.41
Jared Butler (36930398),Nikola Jokic (36929997),Mason Plumlee (36930301),Mikal Bridges (36930150),Michael Porter Jr. (36930102),Jaylen Brown (36930043),Oso Ighodaro (36930289),Luguentz Dort (36930265),50000,260.99,1.4393484578789974e-07,153.6,237.6,78.01
Jared Butler (36930398),Carlton Carrington (36930293),Bam Adebayo (36930056),Scottie Barnes (36930013),Christian Braun (36930189),Kristaps Porzingis (36930084),Jaren Jackson Jr. (36930090),Miles McBride (36930324),49800,253.51,7.640656804865761e-08,140.2,237.70000000000002,78.34
Jared Butler (36930398),Jordan Poole (36930110),Mikal Bridges (36930150),Scottie Barnes (36930013),Christian Braun (36930189),Jimmy Butler (36930076),Jakob Poeltl (36930088),Isaiah Stewart (36930354),50000,254.32,1.164782933180693e-07,138.0,244.1,78.11
